Universitas,Prodi,Rank,text
institut kesehatan rajawali,kebidanan,999.0,midwifery
institut kesehatan payung negeri pekanbaru,ilmu kesehatan masyarakat,999.0,Public Health Sciences
akademi kesehatan konawe,keperawatan,999.0,nursing
akademi keperawatan berkala widya husada,keperawatan,999.0,nursing
akademi farmasi kusuma husada purwokerto,farmasi,999.0,Pharmacy
sekolah tinggi ilmu kesehatan mitra adiguna,kebidanan,999.0,midwifery
politeknik kartini jakarta,kebidanan,999.0,midwifery
universitas respati yogyakarta,keperawatan,999.0,nursing
universitas islam negeri syarif hidayatullah jakarta,keperawatan,999.0,nursing
universitas almuslim,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan salsabila serang,farmasi,999.0,Pharmacy
sekolah tinggi ilmu kesehatan maluku husada,radiologi,999.0,radiology
politeknik kesehatan kementerian kesehatan bandung,gizi,999.0,Nutrition
politeknik kesehatan kementerian kesehatan bandung,gizi dan dietetika,999.0,Gizan Dietetics
institut teknologi dan kesehatan bintang persada,ilmu keperawatan,999.0,nursing Science
institut agama islam padang lawas,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
sekolah tinggi agama hindu negeri jawa dwipa klaten jawa tengah,pendidikan agama hindu,999.0,Hindu religious education
institut agama islam miftahul ulum tanjung pinang,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
institut agama islam pemalang,pendidikan agama islam,999.0,Islamic Religious Education
institut syekh abdul halim hasan binjai,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi teologi anugerah sinagoge medan,pendidikan agama kristen,999.0,Christian Religious Education
universitas nahdlatul ulama nusa tenggara barat,pendidikan seni drama tari dan musik,999.0,Dance and Music Drama Art Education
institut agama islam maarif nu metro lampung,bimbingan dan konseling,999.0,guidance and counseling
sekolah tinggi agama islam kharisma cicurug,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
sekolah tinggi ilmu tarbiyah maskumambang gresik,pendidikan agama islam,999.0,Islamic Religious Education
universitas bumigora,pendidikan teknologi informasi,999.0,Information Technology Education
universitas islam darussalam,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
sekolah tinggi ilmu tarbiyah attaqwa ciparay bandung,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
sekolah tinggi ilmu tarbiyah miftahul ulum kedungdung modung bangkalan madura,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas nusa cendana,pendidikan matematika,999.0,Mathematics education
universitas lakidende unaaha,pendidikan matematika,999.0,Mathematics education
institut sains dan kependidikan kie raha,pendidikan geografi,999.0,Geographical Education
institut keguruan dan ilmu pendidikan siliwangi,pendidikan bahasa inggris,999.0,English language education
sekolah tinggi teologi samuel elizabeth,pendidikan agama kristen,999.0,Christian Religious Education
universitas muhammadiyah metro,pendidikan bahasa inggris,999.0,English language education
universitas muria kudus,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
sekolah tinggi teologi abalbalat wesleyan kupang,pendidikan agama kristen,999.0,Christian Religious Education
sekolah tinggi ilmu tarbiyah al hikmah benda,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi agama islam pui majalengka,pendidikan bahasa arab,999.0,Arabic education
universitas muhammadiyah surabaya,pendidikan bahasa inggris,999.0,English language education
sekolah tinggi ilmu tarbiyah insida,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi agama islam riyadhul jannah subang,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas mohammad husni thamrin jakarta,pendidikan bahasa inggris,999.0,English language education
universitas darussalam ambon,pendidikan biologi,999.0,Biology Education
institut agama islam negeri lhokseumawe,tadris bahasa indonesia,999.0,Indonesian Tadris
sekolah tinggi agama islam alutsmani bondowoso,manajemen pendidikan islam,999.0,Management of Islamic Education
sekolah tinggi ilmu agama islam alazhar pekanbaru,manajemen pendidikan islam,999.0,Management of Islamic Education
universitas pohuwato,administrasi pendidikan,999.0,Educational administration
universitas siliwangi,pendidikan fisika,999.0,Physics Education
universitas alwashliyah,pendidikan agama islam,999.0,Islamic Religious Education
universitas hindu indonesia,pendidikan seni rupa dan ornamen hindu,999.0,Fine Arts Education and Hindu Ornaments
universitas tribhuwana tungga dewi,pendidikan biologi,999.0,Biology Education
universitas nusa cendana,pendidikan sejarah,999.0,Historical Education
universitas nahdlatul ulama sidoarjo,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
universitas islam riau,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas pgri semarang,pendidikan fisika,999.0,Physics Education
universitas ibn khaldun bogor,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
institut agama islam negeri palangkaraya,manajemen pendidikan islam,999.0,Management of Islamic Education
sekolah tinggi teologi bisanry,pendidikan agama kristen,999.0,Christian Religious Education
universitas ibn khaldun bogor,pendidikan masyarakat,999.0,community education
universitas alwashliyah,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
sekolah tinggi teologi obaja jakarta,pendidikan agama kristen,999.0,Christian Religious Education
universitas pancasakti,pendidikan fisika,999.0,Physics Education
universitas islam riau,pendidikan bahasa inggris,999.0,English language education
universitas pendidikan ganesha,pendidikan kepelatihan olahraga,999.0,Sports Coaching Education
universitas islam negeri raden fatah palembang,pendidikan agama islam,999.0,Islamic Religious Education
universitas suryakancana,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
universitas islam negeri siber syekh nurjati cirebon,tadris bahasa inggris,999.0,English Tadris
institut keguruan dan ilmu pendidikan saraswati,pendidikan biologi,999.0,Biology Education
sekolah tinggi ilmu tarbiyah muhammadiyah banjar,pendidikan agama islam,999.0,Islamic Religious Education
universitas siliwangi,pendidikan jasmani,999.0,physical education
universitas islam negeri maulana malik ibrahim,tadris bahasa inggris,999.0,English Tadris
universitas bina bangsa,pendidikan guru pendidikan anak usia dini,999.0,Teacher Education Early Childhood Education
institut keguruan dan ilmu pendidikan widya darma,pendidikan ekonomi,999.0,Economic Education
universitas pattimura,administrasi pendidikan,999.0,Educational administration
universitas almuslim,pendidikan guru sekolah dasar,999.0,primary teacher education
sekolah tinggi agama hindu shantika dharma malang,pendidikan agama hindu,999.0,Hindu religious education
institut agama kristen negeri tarutung,pendidikan musik gereja,999.0,Church music education
universitas siliwangi,pendidikan matematika,999.0,Mathematics education
universitas islam riau,pendidikan akuntansi,999.0,Accounting education
universitas pattimura,pendidikan ekonomi,999.0,Economic Education
universitas pancasakti,pendidikan bahasa indonesia,999.0,Indonesian Language Education
universitas muhammadiyah magelang,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas tidar,pendidikan ilmu pengetahuan alam,999.0,NATURAL SCIENCE EDUCATION
universitas qomaruddin,hukum keluarga islam,999.0,Islamic family law
universitas darma persada,manajemen,999.0,management
politeknik negeri bengkalis,akuntansi keuangan publik,999.0,Public Financial Accounting
sekolah tinggi ilmu ekonomi persada bunda,manajemen,999.0,management
universitas bandar lampung,akuntansi,999.0,accountancy
universitas utpadaka swastika,akuntansi,999.0,accountancy
universitas malikussaleh,manajemen,999.0,management
sekolah tinggi ilmu ekonomi sbi,manajemen,999.0,management
sekolah tinggi ilmu ekonomi satya dharma,manajemen,999.0,management
sekolah tinggi ilmu ekonomi ekuitas,manajemen,999.0,management
universitas lampung,sistem informasi,999.0,information Systems
sekolah tinggi ilmu kesehatan mambaul ulum surakarta,administrasi rumah sakit,999.0,hospital administration
institut teknologi dan kesehatan sumatera utara,farmasi,999.0,Pharmacy
sekolah tinggi teologi indonesia jakarta,teologi,999.0,theology
universitas islam bandung,komunikasi dan penyiaran islam,999.0,Islam communication and broadcasting
universitas muhammadiyah mataram,komunikasi dan penyiaran islam,999.0,Islam communication and broadcasting
universitas hasanuddin,pariwisata,11.0,tourist
institut agama islam alqodiri jember,hukum keluarga islam,999.0,Islamic family law
politeknik digital boash indonesia,teknologi rekayasa industri otomotif,999.0,automotive industry engineering technology
politeknik pekerjaan umum,teknologi konstruksi jalan dan jembatan,999.0,Road and Bridge Construction Technology
universitas islam negeri mataram,pemikiran politik islam,999.0,Islamic political thought
politeknik palu,teknologi pengolahan hasil laut,999.0,Sea Product Processing Technology
universitas pancasakti tegal,ilmu komunikasi,999.0,Communication Studies
institut teknologi dan sains nahdlatul ulama jambi,agronomi,999.0,agronomy
institut agama kristen negeri kupang,misiologi,999.0,inion
politeknik penerbangan indonesia curug,operasi bandar udara,999.0,air city operation
politeknik kelautan dan perikanan kupang,teknik penangkapan ikan,999.0,fishing techniques
universitas pakuan,perencanaan wilayah dan kota,999.0,Regional and City Planning
politeknik negeri lhokseumawe,teknologi rekayasa mekatronika,999.0,Mechatronics engineering technology
sekolah tinggi ilmu hukum manokwari,ilmu hukum,999.0,Legal studies
stai alfurqan makassar,bimbingan dan penyuluhan islam,999.0,Islamic guidance and counseling
universitas negeri surabaya,ilmu hukum,999.0,Legal studies
universitas medan area,ilmu komunikasi,999.0,Communication Studies
universitas katolik parahyangan,arsitektur,999.0,architecture
stai rahmaniyah sekayu,hukum keluarga,999.0,Family law
sekolah tinggi pastoralyayasan institut pastoral indonesia malang,pelayanan pastoral,999.0,Pastoral services
stai annadwah kuala tungkal,hukum keluarga islam,999.0,Islamic family law
sekolah tinggi agama islam imam asy syafii pekanbaru,ilmu alquran dan tafsir,999.0,Quranic science and interpretation
universitas islam negeri sultan aji muhammad idris samarinda,ilmu hadis,999.0,Hadith science
universitas tompotika luwuk banggai,bahasa dan kebudayaan inggris,999.0,English language and culture
universitas sebelas maret,ilmu hukum,13.0,Legal studies
sekolah tinggi teologi mitra,teologi,999.0,theology
universitas sulawesi tenggara,peternakan,999.0,farm
sekolah tinggi agama buddha nalanda,ilmu komunikasi buddha,999.0,Buddhist Communication Science
universitas widya husada semarang,kewirausahaan,999.0,entrepreneurship
universitas mitra indonesia,gizi,999.0,Nutrition
sekolah tinggi ilmu kesehatan pasapua,kebidanan,999.0,midwifery
universitas jambi,informatika,999.0,Informatics
universitas nagoya indonesia,ilmu keperawatan,999.0,nursing Science
sekolah tinggi ilmu kesehatan sehat medan,keperawatan,999.0,nursing
universitas maritim raja ali haji,teknik industri,999.0,industrial Engineering
universitas ubudiyah indonesia,kebidanan,999.0,midwifery
universitas sumatera utara,kedokteran gigi,14.0,dentistry
sekolah tinggi ilmu kesehatan hakli,sanitasi,999.0,sanitation
universitas utpadaka swastika,akuntansi,999.0,accountancy
universitas telkom,bisnis digital,999.0,digital business
stai muhammadiyah garut,ekonomi syariah,999.0,Islamic economy
stie ya bangko,ekonomi pembangunan,999.0,economic development
universitas abdurachman saleh situbondo,manajemen,999.0,management
universitas islam negeri sunan ampel,manajemen zakat dan wakaf,999.0,Zakat and Waqf Management
universitas muhammadiyah mamuju,manajemen,999.0,management
universitas putra indonesia,manajemen,999.0,management
universitas antakusuma,manajemen,999.0,management
universitas musi rawas,bisnis digital,999.0,digital business
universitas widya husada semarang,kewirausahaan,999.0,entrepreneurship
stie dharma negara,manajemen,999.0,management
universitas kadiri,akuntansi sektor publik,999.0,Public Sector Accounting
politeknik negeri malang,akuntansi,999.0,accountancy
universitas tribuana kalabahi,manajemen,999.0,management
universitas patria artha,manajemen,999.0,management
sekolah tinggi manajemen bisnis multi sarana manajemen administrasi dan rekayasa teknologi,manajemen,999.0,management
universitas serasan,manajemen,999.0,management
institut agama islam syekh maulana qori bangko,ekonomi syariah,999.0,Islamic economy
universitas pendidikan muhammadiyah sorong,akuntansi,999.0,accountancy
universitas pelita bangsa,bisnis digital,999.0,digital business
universitas tanri abeng,manajemen,999.0,management
universitas islam jakarta,ekonomi syariah,999.0,Islamic economy
universitas bakti indonesia,akuntansi,999.0,accountancy
universitas pahlawan tuanku tambusai,bisnis digital,999.0,digital business
universitas dr soebandi,kewirausahaan,999.0,entrepreneurship
institut teknologi insan cendekia mandiri,bisnis digital,999.0,digital business
politeknik ykpn,akuntansi sektor publik,999.0,Public Sector Accounting
universitas airlangga,perbankan dan keuangan,4.0,banking and finance
politeknik negeri samarinda,bisnis digital,999.0,digital business
universitas nahdlatul ulama al ghazali cilacap,manajemen,999.0,management
